Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
1.4100         -365.162     -382.430       17.268   596.4
1.4110         -365.174     -382.468       17.294   597.3
1.4120         -365.187     -382.506       17.320   598.2
1.4130         -365.199     -382.545       17.345   599.1
1.4140         -365.212     -382.583       17.371   599.9
1.4150         -365.225     -382.622       17.397   600.8
1.4160         -365.238     -382.660       17.422   601.7
1.4170         -365.251     -382.699       17.448   602.6
1.4180         -365.264     -382.738       17.473   603.5
1.4190         -365.277     -382.776       17.499   604.4
1.4200         -365.291     -382.815       17.524   605.2
1.4210         -365.304     -382.854       17.549   606.1
1.4220         -365.318     -382.892       17.574   607.0
1.4230         -365.332     -382.931       17.599   607.8
1.4240         -365.346     -382.969       17.623   608.7
1.4250         -365.360     -383.007       17.648   609.5
1.4260         -365.374     -383.046       17.671   610.3
1.4270         -365.389     -383.083       17.695   611.1
1.4280         -365.403     -383.121       17.718   611.9
1.4290         -365.418     -383.159       17.741   612.7
1.4300         -365.433     -383.196       17.763   613.5
1.4310         -365.448     -383.233       17.785   614.2
1.4320         -365.464     -383.270       17.806   615.0
1.4330         -365.480     -383.307       17.827   615.7
1.4340         -365.496     -383.344       17.848   616.4
1.4350         -365.512     -383.380       17.868   617.1
1.4360         -365.528     -383.416       17.888   617.8
1.4370         -365.545     -383.452       17.907   618.5
1.4380         -365.562     -383.487       17.926   619.1
1.4390         -365.579     -383.523       17.944   619.7
1.4400         -365.596     -383.558       17.962   620.3
1.4410         -365.614     -383.593       17.979   620.9
1.4420         -365.632     -383.628       17.995   621.5
1.4430         -365.650     -383.662       18.011   622.1
1.4440         -365.669     -383.696       18.027   622.6
1.4450         -365.688     -383.730       18.042   623.1
1.4460         -365.707     -383.763       18.056   623.6
1.4470         -365.727     -383.796       18.070   624.1
1.4480         -365.746     -383.829       18.082   624.5
1.4490         -365.766     -383.861       18.095   624.9
1.4500         -365.787     -383.893       18.106   625.3
1.4510         -365.807     -383.925       18.117   625.7
1.4520         -365.828     -383.956       18.128   626.1
1.4530         -365.850     -383.987       18.137   626.4
1.4540         -365.871     -384.017       18.146   626.7
1.4550         -365.893     -384.047       18.154   627.0
1.4560         -365.915     -384.077       18.162   627.3
1.4570         -365.938     -384.106       18.168   627.5
1.4580         -365.961     -384.135       18.174   627.7
1.4590         -365.984     -384.164       18.180   627.9
1.4600         -366.007     -384.192       18.185   628.1
1.4610         -366.031     -384.220       18.189   628.2
1.4620         -366.055     -384.248       18.192   628.3
1.4630         -366.079     -384.275       18.196   628.4
1.4640         -366.104     -384.302       18.198   628.5
1.4650         -366.129     -384.329       18.200   628.6
1.4660         -366.155     -384.356       18.201   628.6
1.4670         -366.180     -384.382       18.202   628.6
1.4680         -366.206     -384.409       18.202   628.7
1.4690         -366.232     -384.435       18.202   628.7
1.4700         -366.259     -384.461       18.202   628.6
1.4710         -366.286     -384.487       18.201   628.6
1.4720         -366.313     -384.512       18.199   628.6
1.4730         -366.340     -384.538       18.198   628.5
1.4740         -366.368     -384.563       18.195   628.4
1.4750         -366.396     -384.589       18.193   628.3
1.4760         -366.424     -384.614       18.190   628.2
1.4770         -366.452     -384.639       18.187   628.1
1.4780         -366.481     -384.664       18.183   628.0
1.4790         -366.510     -384.689       18.179   627.8
1.4800         -366.539     -384.714       18.175   627.7
1.4810         -366.568     -384.738       18.170   627.5
1.4820         -366.598     -384.763       18.165   627.4
1.4830         -366.627     -384.787       18.160   627.2
1.4840         -366.657     -384.811       18.154   627.0
1.4850         -366.687     -384.835       18.148   626.8
1.4860         -366.717     -384.859       18.142   626.6
1.4870         -366.747     -384.883       18.136   626.4
1.4880         -366.777     -384.907       18.130   626.1
1.4890         -366.808     -384.930       18.123   625.9
1.4900         -366.838     -384.954       18.116   625.7
1.4910         -366.869     -384.977       18.109   625.4
1.4920         -366.899     -385.000       18.101   625.2
1.4930         -366.930     -385.024       18.094   624.9
1.4940         -366.961     -385.047       18.086   624.6
1.4950         -366.991     -385.069       18.078   624.4
1.4960         -367.022     -385.092       18.070   624.1
1.4970         -367.053     -385.115       18.062   623.8
1.4980         -367.084     -385.138       18.054   623.5
1.4990         -367.114     -385.160       18.046   623.3
1.5000         -367.145     -385.183       18.037   623.0
1.5010         -367.176     -385.205       18.029   622.7
1.5020         -367.207     -385.228       18.021   622.4
1.5030         -367.238     -385.251       18.013   622.1
1.5040         -367.269     -385.273       18.005   621.8
1.5050         -367.299     -385.296       17.997   621.6
1.5060         -367.330     -385.319       17.989   621.3
1.5070         -367.361     -385.342       17.981   621.0
1.5080         -367.392     -385.365       17.973   620.7
1.5090         -367.423     -385.388       17.966   620.5
1.5100         -367.453     -385.411       17.958   620.2
1.5110         -367.484     -385.435       17.951   620.0
1.5120         -367.515     -385.459       17.944   619.7
1.5130         -367.545     -385.483       17.938   619.5
1.5140         -367.576     -385.507       17.931   619.3
1.5150         -367.606     -385.532       17.925   619.1
1.5160         -367.637     -385.557       17.920   618.9
1.5170         -367.667     -385.582       17.914   618.7
1.5180         -367.698     -385.607       17.909   618.5
1.5190         -367.728     -385.633       17.905   618.4
1.5200         -367.759     -385.659       17.900   618.2
1.5210         -367.789     -385.685       17.896   618.1
1.5220         -367.819     -385.711       17.892   618.0
1.5230         -367.849     -385.738       17.889   617.8
1.5240         -367.879     -385.765       17.886   617.7
1.5250         -367.909     -385.793       17.883   617.6
1.5260         -367.939     -385.820       17.881   617.6
1.5270         -367.969     -385.848       17.879   617.5
1.5280         -367.999     -385.876       17.877   617.4
1.5290         -368.029     -385.904       17.875   617.4
1.5300         -368.058     -385.932       17.874   617.3
1.5310         -368.088     -385.961       17.873   617.3
1.5320         -368.117     -385.990       17.872   617.3
1.5330         -368.147     -386.018       17.872   617.2
1.5340         -368.176     -386.047       17.872   617.2
1.5350         -368.205     -386.077       17.871   617.2
1.5360         -368.234     -386.106       17.872   617.2
1.5370         -368.263     -386.135       17.872   617.2
1.5380         -368.293     -386.165       17.872   617.3
1.5390         -368.321     -386.194       17.873   617.3
1.5400         -368.350     -386.224       17.874   617.3
1.5410         -368.379     -386.254       17.875   617.3
1.5420         -368.408     -386.284       17.876   617.4
1.5430         -368.437     -386.314       17.877   617.4
1.5440         -368.466     -386.344       17.878   617.5
1.5450         -368.494     -386.374       17.879   617.5
1.5460         -368.523     -386.404       17.881   617.5
1.5470         -368.552     -386.434       17.882   617.6
1.5480         -368.581     -386.464       17.883   617.6
1.5490         -368.609     -386.494       17.885   617.7
1.5500         -368.638     -386.524       17.886   617.7
1.5510         -368.667     -386.554       17.887   617.8
1.5520         -368.695     -386.584       17.889   617.8
1.5530         -368.724     -386.614       17.890   617.9
1.5540         -368.753     -386.644       17.891   617.9
1.5550         -368.782     -386.674       17.892   617.9
1.5560         -368.811     -386.704       17.893   618.0
1.5570         -368.840     -386.733       17.894   618.0
1.5580         -368.868     -386.763       17.894   618.0
1.5590         -368.897     -386.792       17.895   618.0
1.5600         -368.927     -386.821       17.895   618.0
1.5610         -368.956     -386.850       17.895   618.0
1.5620         -368.985     -386.879       17.894   618.0
1.5630         -369.014     -386.908       17.893   618.0
1.5640         -369.044     -386.936       17.892   618.0
1.5650         -369.073     -386.964       17.891   617.9
1.5660         -369.103     -386.992       17.889   617.8
1.5670         -369.132     -387.020       17.887   617.8
1.5680         -369.162     -387.047       17.885   617.7
1.5690         -369.192     -387.074       17.882   617.6
1.5700         -369.222     -387.101       17.878   617.5
1.5710         -369.252     -387.127       17.875   617.3
1.5720         -369.282     -387.153       17.870   617.2
1.5730         -369.313     -387.178       17.865   617.0
1.5740         -369.343     -387.203       17.860   616.8
1.5750         -369.374     -387.228       17.854   616.6
1.5760         -369.405     -387.252       17.848   616.4
1.5770         -369.436     -387.276       17.841   616.2
1.5780         -369.467     -387.300       17.833   615.9
